fold 1
train
0	2
1	3
2	7
3	8
4	9
5	10
6	11
7	13
8	14
9	15
10	16
11	17
12	18
13	19
14	20
15	21
16	22
17	23
18	24
19	25
20	26
21	27
22	28
23	29
24	30
25	31
26	32
27	34
28	35
29	37
30	38
31	39
32	40
33	41
34	42
35	43
36	44
37	45
38	46
39	47
40	48
41	49
42	50
43	51
44	52
45	53
46	54
47	55
48	56
49	57
50	58
51	59
52	61
53	62
54	63
55	64
56	66
57	67
58	68
59	69
60	70
61	71
62	72
63	73
64	74
65	75
66	76
67	77
68	78
69	79
70	80
71	81
72	82
73	83
74	84
75	85
76	86
77	87
78	88
79	89
80	90
81	91
82	92
83	93
84	94
85	96
86	97
87	98
88	99
89	100
90	101
91	102
92	103
93	104
94	105
95	106
96	107
97	108
98	109
99	110
100	111
101	112
102	113
103	114
104	115
105	116
106	117
107	118
108	119
109	120
110	121
111	122
112	123
113	124
114	125
115	126
116	127
117	128
118	129
119	130
120	131
121	132
122	133
123	134
124	135
125	136
126	137
127	138
128	139
129	140
130	141
131	142
132	143
133	144
134	146
135	148
136	149
137	150
138	151
139	152
140	153
141	154
142	156
143	157
144	158
145	159
146	160
147	161
148	162
149	163
150	164
151	165
152	167
153	168
154	169
155	170
156	171
157	173
158	174
159	175
160	177
161	178
162	179
163	181
164	182
165	183
166	185
167	186
168	187
169	188
170	189
171	190
172	192
173	193
174	194
175	195
176	196
177	198
178	199
179	200
180	201
181	202
182	203
183	204
184	205
185	206
186	207
187	208
188	209
189	210
190	212
191	213
192	214
193	215
194	216
195	217
196	218
197	219
198	220
199	221
200	222
201	224
202	225
203	226
204	227
205	228
206	229
207	230
208	232
209	233
210	234
211	235
212	236
213	237
214	238
215	239
216	241
217	242
218	243
219	244
220	245
221	248
222	249
223	250
224	251
225	252
226	253
227	254
228	255
229	256
230	257
231	258
232	259
233	260
234	261
235	262
236	263
237	264
238	265
239	266
240	267
241	268
242	270
243	271
244	272
245	273
246	274
247	276
248	277
249	278
250	279
251	281
252	282
253	283
254	284
255	285
256	287
257	288
258	289
259	290
260	291
261	292
262	293
263	294
264	295
265	296
266	297
267	298
268	299
269	300
270	301
271	303
272	304
273	305
274	307
275	308
276	309
277	310
278	311
279	312
280	313
281	314
282	315
283	316
284	317
285	318
286	319
287	320
288	321
289	322
290	323
291	324
292	325
293	326
294	327
295	328
296	329
297	330
298	331
299	332
300	333
301	334
302	336
303	337
304	339
305	340
306	341
307	342
308	343
309	344
310	345
311	346
312	347
313	350
314	351
315	352
316	353
317	354
318	355
319	356
320	357
321	358
322	360
323	361
324	362
325	363
326	364
327	365
328	366
329	367
330	368
331	369
332	370
333	371
334	372
335	373
336	374
337	375
338	376
339	377
340	378
341	380
342	382
343	383
344	384
345	385
346	386
347	387
348	389
349	390
350	391
351	392
352	393
353	394
354	395
355	396
356	397
357	398
358	399
359	400
360	401
361	402
362	403
363	404
364	405
365	406
366	407
367	409
368	410
369	411
370	412
371	413
372	414
373	415
374	416
375	417
376	418
377	419
378	420
379	421
380	422
381	423
382	424
383	425
384	426
385	427
386	429
387	430
388	431
389	432
390	433
391	434
392	435
393	436
394	437
395	438
396	439
397	440
398	441
399	442
400	444
401	445
402	446
403	447
404	448
405	449
406	450
407	451
408	452
409	453
410	454
411	455
412	456
413	457
414	458
415	459
416	460
417	461
418	462
419	463
420	464
421	465
422	467
423	468
424	469
425	470
426	472
427	474
428	475
429	476
430	477
431	478
432	479
433	480
434	481
435	482
436	483
437	484
438	485
439	486
440	487
441	488
442	490
443	491
444	492
445	493
446	494
447	495
448	496
449	497
450	498
451	499
452	500
453	501
454	502
455	503
456	504
457	505
458	506
459	507
460	508
461	510
462	511
463	512
464	513
465	514
466	515
467	516
468	517
469	518
470	519
471	520
472	521
473	522
474	523
475	524
476	525
477	526
478	527
479	528
480	530
481	531
482	532
483	533
484	534
485	535
486	536
487	537
488	538
489	539
490	540
491	541
492	542
493	543
494	544
495	545
496	546
497	547
498	548
499	549
500	550
501	551
502	553
503	554
504	556
505	557
506	558
507	560
508	562
509	563
510	564
511	565
512	566
513	567
514	569
515	570
516	571
517	572
518	573
519	574
520	575
521	576
522	577
523	578
524	579
525	580
526	581
527	582
528	583
529	584
530	585
531	586
532	587
533	588
534	589
535	591
536	592
537	593
538	594
539	595
540	596
541	597
542	598
543	599
544	600
545	601
546	602
547	604
548	605
549	606
550	607
551	608
552	609
553	610
554	611
555	612
556	613
557	614
558	615
559	616
560	617
561	619
562	620
563	621
564	622
565	623
566	624
567	625
568	626
569	627
570	628
571	630
572	631
573	632
574	633
575	634
576	635
577	636
578	637
579	638
580	639
581	640
582	641
